Downloaded on:;23/12/2024 11:56 (Europe/Paris)
Downloaded by user:;dweb
Analysis start date:;01/01/2023
Analysis end date:;01/12/2024
Range:;Day ahead (11:00h)

MAE;0.54GW
MAE (% Observation);10.14%
MAE (% Installed cap.);2.34%
RMSE;0.77GW
RMSE (% Observation);14.60%
RMSE (% Installed cap.);3.37%
Syst. Error;-0.17GW
Syst. Error (% Installed cap.);-0.73%
Syst. Error (% Observation);-3.15%
% between percentiles;89.35%
Pearson's r;0.98
Capacity factor (% Installed cap.);23.10

Timestamp start (Europe/Paris);Timestamp end (Europe/Paris);Wind power percentile 10 forecast Meteologica France (GW);Wind power forecast Meteologica France (GW);Wind power percentile 90 forecast Meteologica France (GW);Wind power observation France (GW)
29/06/2023 07:00;29/06/2023 08:00;;;;1.16
29/06/2023 08:00;29/06/2023 09:00;;;;1.05
29/06/2023 09:00;29/06/2023 10:00;;;;1.06
29/06/2023 10:00;29/06/2023 11:00;;;;1.13
29/06/2023 11:00;29/06/2023 12:00;;;;1.21
29/06/2023 12:00;29/06/2023 13:00;;;;1.31
29/06/2023 13:00;29/06/2023 14:00;;;;1.53
29/06/2023 14:00;29/06/2023 15:00;;;;1.75
29/06/2023 15:00;29/06/2023 16:00;;;;2.37
29/06/2023 16:00;29/06/2023 17:00;;;;2.90
29/06/2023 17:00;29/06/2023 18:00;;;;3.33
29/06/2023 18:00;29/06/2023 19:00;;;;3.71
29/06/2023 19:00;29/06/2023 20:00;;;;3.73
29/06/2023 20:00;29/06/2023 21:00;;;;3.63
29/06/2023 21:00;29/06/2023 22:00;;;;3.46
29/06/2023 22:00;29/06/2023 23:00;;;;3.29
29/06/2023 23:00;30/06/2023 00:00;;;;3.09
30/06/2023 00:00;30/06/2023 01:00;;;;2.92
30/06/2023 01:00;30/06/2023 02:00;;;;2.99
30/06/2023 02:00;30/06/2023 03:00;;;;
30/06/2023 03:00;30/06/2023 04:00;;;;2.94
30/06/2023 04:00;30/06/2023 05:00;;;;2.89
30/06/2023 05:00;30/06/2023 06:00;;;;2.67
30/06/2023 06:00;30/06/2023 07:00;;;;2.50
30/06/2023 07:00;30/06/2023 08:00;;;;2.43
30/06/2023 08:00;30/06/2023 09:00;;;;2.26
30/06/2023 09:00;30/06/2023 10:00;;;;2.28
30/06/2023 10:00;30/06/2023 11:00;;;;2.55
30/06/2023 11:00;30/06/2023 12:00;;;;2.93
30/06/2023 12:00;30/06/2023 13:00;;;;3.53
30/06/2023 13:00;30/06/2023 14:00;;;;4.20
30/06/2023 14:00;30/06/2023 15:00;;;;4.82
30/06/2023 15:00;30/06/2023 16:00;;;;5.47
30/06/2023 16:00;30/06/2023 17:00;;;;5.79
30/06/2023 17:00;30/06/2023 18:00;;;;5.97
30/06/2023 18:00;30/06/2023 19:00;;;;5.93
30/06/2023 19:00;30/06/2023 20:00;;;;5.79
30/06/2023 20:00;30/06/2023 21:00;;;;5.35
30/06/2023 21:00;30/06/2023 22:00;;;;5.16
30/06/2023 22:00;30/06/2023 23:00;;;;5.42
30/06/2023 23:00;01/07/2023 00:00;;;;6.27
01/07/2023 00:00;01/07/2023 01:00;;;;7.07
01/07/2023 01:00;01/07/2023 02:00;;;;7.60
01/07/2023 02:00;01/07/2023 03:00;;;;
01/07/2023 03:00;01/07/2023 04:00;;;;7.60
01/07/2023 04:00;01/07/2023 05:00;;;;7.55
01/07/2023 05:00;01/07/2023 06:00;;;;7.64
01/07/2023 06:00;01/07/2023 07:00;;;;7.77
01/07/2023 07:00;01/07/2023 08:00;;;;7.87
01/07/2023 08:00;01/07/2023 09:00;;;;7.97
01/07/2023 09:00;01/07/2023 10:00;;;;8.11
01/07/2023 10:00;01/07/2023 11:00;;;;8.35
01/07/2023 11:00;01/07/2023 12:00;;;;8.64
01/07/2023 12:00;01/07/2023 13:00;;;;9.10
01/07/2023 13:00;01/07/2023 14:00;;;;9.77
01/07/2023 14:00;01/07/2023 15:00;;;;9.90
01/07/2023 15:00;01/07/2023 16:00;;;;8.54
01/07/2023 16:00;01/07/2023 17:00;;;;8.66
01/07/2023 17:00;01/07/2023 18:00;;;;10.41
01/07/2023 18:00;01/07/2023 19:00;;;;10.28
01/07/2023 19:00;01/07/2023 20:00;;;;9.70
01/07/2023 20:00;01/07/2023 21:00;;;;8.34
01/07/2023 21:00;01/07/2023 22:00;;;;7.21
01/07/2023 22:00;01/07/2023 23:00;;;;6.34
01/07/2023 23:00;02/07/2023 00:00;;;;6.33
02/07/2023 00:00;02/07/2023 01:00;;;;6.31
02/07/2023 01:00;02/07/2023 02:00;;;;6.09
02/07/2023 02:00;02/07/2023 03:00;;;;
02/07/2023 03:00;02/07/2023 04:00;;;;5.23
02/07/2023 04:00;02/07/2023 05:00;;;;4.05
02/07/2023 05:00;02/07/2023 06:00;;;;3.70
02/07/2023 06:00;02/07/2023 07:00;;;;3.43
02/07/2023 07:00;02/07/2023 08:00;;;;2.97
02/07/2023 08:00;02/07/2023 09:00;;;;2.63
02/07/2023 09:00;02/07/2023 10:00;;;;2.72
02/07/2023 10:00;02/07/2023 11:00;;;;2.87
02/07/2023 11:00;02/07/2023 12:00;;;;3.10
02/07/2023 12:00;02/07/2023 13:00;;;;3.49
02/07/2023 13:00;02/07/2023 14:00;;;;3.93
02/07/2023 14:00;02/07/2023 15:00;;;;4.49
02/07/2023 15:00;02/07/2023 16:00;;;;5.12
02/07/2023 16:00;02/07/2023 17:00;;;;5.62
02/07/2023 17:00;02/07/2023 18:00;;;;5.92
02/07/2023 18:00;02/07/2023 19:00;;;;5.93
02/07/2023 19:00;02/07/2023 20:00;;;;6.57
02/07/2023 20:00;02/07/2023 21:00;;;;6.06
02/07/2023 21:00;02/07/2023 22:00;;;;5.38
02/07/2023 22:00;02/07/2023 23:00;;;;4.82
02/07/2023 23:00;03/07/2023 00:00;;;;4.69
03/07/2023 00:00;03/07/2023 01:00;;;;4.60
03/07/2023 01:00;03/07/2023 02:00;;;;4.66
03/07/2023 02:00;03/07/2023 03:00;;;;
03/07/2023 03:00;03/07/2023 04:00;;;;4.29
03/07/2023 04:00;03/07/2023 05:00;;;;3.81
03/07/2023 05:00;03/07/2023 06:00;;;;3.68
03/07/2023 06:00;03/07/2023 07:00;;;;3.54
03/07/2023 07:00;03/07/2023 08:00;;;;3.12
03/07/2023 08:00;03/07/2023 09:00;;;;3.09
03/07/2023 09:00;03/07/2023 10:00;;;;3.82
03/07/2023 10:00;03/07/2023 11:00;;;;4.28
03/07/2023 11:00;03/07/2023 12:00;;;;4.73
03/07/2023 12:00;03/07/2023 13:00;;;;5.40
03/07/2023 13:00;03/07/2023 14:00;;;;6.09
03/07/2023 14:00;03/07/2023 15:00;;;;6.34
03/07/2023 15:00;03/07/2023 16:00;;;;6.52
03/07/2023 16:00;03/07/2023 17:00;;;;6.93
03/07/2023 17:00;03/07/2023 18:00;;;;7.12
03/07/2023 18:00;03/07/2023 19:00;;;;6.91
03/07/2023 19:00;03/07/2023 20:00;;;;6.74
03/07/2023 20:00;03/07/2023 21:00;;;;5.88
03/07/2023 21:00;03/07/2023 22:00;;;;5.09
03/07/2023 22:00;03/07/2023 23:00;;;;4.68
03/07/2023 23:00;04/07/2023 00:00;;;;4.37
04/07/2023 00:00;04/07/2023 01:00;;;;4.15
04/07/2023 01:00;04/07/2023 02:00;;;;3.83
04/07/2023 02:00;04/07/2023 03:00;;;;3.55
04/07/2023 03:00;04/07/2023 04:00;;;;2.92
04/07/2023 04:00;04/07/2023 05:00;;;;2.23
04/07/2023 05:00;04/07/2023 06:00;;;;1.80
04/07/2023 06:00;04/07/2023 07:00;;;;1.54
04/07/2023 07:00;04/07/2023 08:00;;;;1.30
04/07/2023 08:00;04/07/2023 09:00;;;;1.24
04/07/2023 09:00;04/07/2023 10:00;;;;1.54
04/07/2023 10:00;04/07/2023 11:00;;;;1.88
04/07/2023 11:00;04/07/2023 12:00;;;;2.23
04/07/2023 12:00;04/07/2023 13:00;;;;2.77
04/07/2023 13:00;04/07/2023 14:00;;;;3.45
04/07/2023 14:00;04/07/2023 15:00;;;;4.14
04/07/2023 15:00;04/07/2023 16:00;;;;5.10
04/07/2023 16:00;04/07/2023 17:00;;;;5.71
04/07/2023 17:00;04/07/2023 18:00;;;;6.19
04/07/2023 18:00;04/07/2023 19:00;;;;6.82
04/07/2023 19:00;04/07/2023 20:00;;;;7.15
04/07/2023 20:00;04/07/2023 21:00;;;;7.12
04/07/2023 21:00;04/07/2023 22:00;;;;7.78
04/07/2023 22:00;04/07/2023 23:00;;;;8.43
04/07/2023 23:00;05/07/2023 00:00;;;;
05/07/2023 00:00;05/07/2023 01:00;;;;9.46
05/07/2023 01:00;05/07/2023 02:00;;;;9.83
05/07/2023 02:00;05/07/2023 03:00;;;;10.75
05/07/2023 03:00;05/07/2023 04:00;;;;10.80
05/07/2023 04:00;05/07/2023 05:00;;;;10.45
05/07/2023 05:00;05/07/2023 06:00;;;;9.72
05/07/2023 06:00;05/07/2023 07:00;;;;8.81
05/07/2023 07:00;05/07/2023 08:00;;;;7.83
05/07/2023 08:00;05/07/2023 09:00;;;;7.16
05/07/2023 09:00;05/07/2023 10:00;;;;6.76
05/07/2023 10:00;05/07/2023 11:00;;;;6.62
05/07/2023 11:00;05/07/2023 12:00;;;;6.57
05/07/2023 12:00;05/07/2023 13:00;;;;6.63
05/07/2023 13:00;05/07/2023 14:00;;;;5.85
05/07/2023 14:00;05/07/2023 15:00;;;;6.72
05/07/2023 15:00;05/07/2023 16:00;;;;6.91
05/07/2023 16:00;05/07/2023 17:00;;;;6.72
05/07/2023 17:00;05/07/2023 18:00;;;;6.42
05/07/2023 18:00;05/07/2023 19:00;;;;5.94
05/07/2023 19:00;05/07/2023 20:00;;;;5.14
05/07/2023 20:00;05/07/2023 21:00;;;;3.69
05/07/2023 21:00;05/07/2023 22:00;;;;2.46
05/07/2023 22:00;05/07/2023 23:00;;;;2.03
05/07/2023 23:00;06/07/2023 00:00;;;;1.88
06/07/2023 00:00;06/07/2023 01:00;;;;1.84
06/07/2023 01:00;06/07/2023 02:00;;;;1.66
06/07/2023 02:00;06/07/2023 03:00;;;;1.43
06/07/2023 03:00;06/07/2023 04:00;;;;1.35
06/07/2023 04:00;06/07/2023 05:00;;;;1.29
06/07/2023 05:00;06/07/2023 06:00;;;;1.15
06/07/2023 06:00;06/07/2023 07:00;;;;1.07
06/07/2023 07:00;06/07/2023 08:00;;;;0.92
06/07/2023 08:00;06/07/2023 09:00;;;;0.68
06/07/2023 09:00;06/07/2023 10:00;;;;0.62
06/07/2023 10:00;06/07/2023 11:00;;;;0.65
06/07/2023 11:00;06/07/2023 12:00;;;;0.68
06/07/2023 12:00;06/07/2023 13:00;;;;0.72
06/07/2023 13:00;06/07/2023 14:00;;;;0.73
06/07/2023 14:00;06/07/2023 15:00;;;;0.71
06/07/2023 15:00;06/07/2023 16:00;;;;0.71
06/07/2023 16:00;06/07/2023 17:00;;;;0.77
06/07/2023 17:00;06/07/2023 18:00;;;;0.79
06/07/2023 18:00;06/07/2023 19:00;;;;0.87
06/07/2023 19:00;06/07/2023 20:00;;;;0.92
06/07/2023 20:00;06/07/2023 21:00;;;;0.95
06/07/2023 21:00;06/07/2023 22:00;;;;1.15
06/07/2023 22:00;06/07/2023 23:00;;;;1.70
06/07/2023 23:00;07/07/2023 00:00;;;;2.48
07/07/2023 00:00;07/07/2023 01:00;;;;3.33
07/07/2023 01:00;07/07/2023 02:00;;;;3.80
07/07/2023 02:00;07/07/2023 03:00;;;;3.77
07/07/2023 03:00;07/07/2023 04:00;;;;3.95
07/07/2023 04:00;07/07/2023 05:00;;;;4.17
07/07/2023 05:00;07/07/2023 06:00;;;;4.40
07/07/2023 06:00;07/07/2023 07:00;;;;4.40
07/07/2023 07:00;07/07/2023 08:00;;;;4.30
07/07/2023 08:00;07/07/2023 09:00;;;;4.00
07/07/2023 09:00;07/07/2023 10:00;;;;2.95
07/07/2023 10:00;07/07/2023 11:00;;;;2.00
07/07/2023 11:00;07/07/2023 12:00;;;;1.84
07/07/2023 12:00;07/07/2023 13:00;;;;2.10
07/07/2023 13:00;07/07/2023 14:00;;;;2.94
07/07/2023 14:00;07/07/2023 15:00;;;;3.15
07/07/2023 15:00;07/07/2023 16:00;;;;3.05
07/07/2023 16:00;07/07/2023 17:00;;;;2.98
07/07/2023 17:00;07/07/2023 18:00;;;;2.96
07/07/2023 18:00;07/07/2023 19:00;;;;3.03
07/07/2023 19:00;07/07/2023 20:00;;;;2.91
07/07/2023 20:00;07/07/2023 21:00;;;;2.63
07/07/2023 21:00;07/07/2023 22:00;;;;2.92
07/07/2023 22:00;07/07/2023 23:00;;;;3.94
07/07/2023 23:00;08/07/2023 00:00;;;;4.61
08/07/2023 00:00;08/07/2023 01:00;;;;4.79
08/07/2023 01:00;08/07/2023 02:00;;;;5.04
08/07/2023 02:00;08/07/2023 03:00;;;;4.82
08/07/2023 03:00;08/07/2023 04:00;;;;4.32
08/07/2023 04:00;08/07/2023 05:00;;;;3.65
08/07/2023 05:00;08/07/2023 06:00;;;;3.31
08/07/2023 06:00;08/07/2023 07:00;;;;3.29
08/07/2023 07:00;08/07/2023 08:00;;;;2.68
08/07/2023 08:00;08/07/2023 09:00;;;;2.14
08/07/2023 09:00;08/07/2023 10:00;;;;1.84
08/07/2023 10:00;08/07/2023 11:00;;;;1.83
08/07/2023 11:00;08/07/2023 12:00;;;;1.91
08/07/2023 12:00;08/07/2023 13:00;;;;1.81
08/07/2023 13:00;08/07/2023 14:00;;;;1.75
08/07/2023 14:00;08/07/2023 15:00;;;;1.87
08/07/2023 15:00;08/07/2023 16:00;;;;1.86
08/07/2023 16:00;08/07/2023 17:00;;;;1.75
08/07/2023 17:00;08/07/2023 18:00;;;;1.59
08/07/2023 18:00;08/07/2023 19:00;;;;1.53
08/07/2023 19:00;08/07/2023 20:00;;;;1.50
08/07/2023 20:00;08/07/2023 21:00;;;;1.40
08/07/2023 21:00;08/07/2023 22:00;;;;1.42
08/07/2023 22:00;08/07/2023 23:00;;;;1.48
08/07/2023 23:00;09/07/2023 00:00;;;;1.71
09/07/2023 00:00;09/07/2023 01:00;;;;1.96
09/07/2023 01:00;09/07/2023 02:00;;;;2.13
09/07/2023 02:00;09/07/2023 03:00;;;;2.40
09/07/2023 03:00;09/07/2023 04:00;;;;2.39
09/07/2023 04:00;09/07/2023 05:00;;;;2.25
09/07/2023 05:00;09/07/2023 06:00;;;;2.19
09/07/2023 06:00;09/07/2023 07:00;;;;2.14
09/07/2023 07:00;09/07/2023 08:00;;;;1.91
09/07/2023 08:00;09/07/2023 09:00;;;;1.69
09/07/2023 09:00;09/07/2023 10:00;;;;1.59
09/07/2023 10:00;09/07/2023 11:00;;;;1.47
09/07/2023 11:00;09/07/2023 12:00;;;;1.76
09/07/2023 12:00;09/07/2023 13:00;;;;2.33
09/07/2023 13:00;09/07/2023 14:00;;;;2.05
09/07/2023 14:00;09/07/2023 15:00;;;;1.92
09/07/2023 15:00;09/07/2023 16:00;;;;1.74
09/07/2023 16:00;09/07/2023 17:00;;;;1.74
09/07/2023 17:00;09/07/2023 18:00;;;;1.83
09/07/2023 18:00;09/07/2023 19:00;;;;2.00
09/07/2023 19:00;09/07/2023 20:00;;;;2.31
09/07/2023 20:00;09/07/2023 21:00;;;;2.32
09/07/2023 21:00;09/07/2023 22:00;;;;2.09
09/07/2023 22:00;09/07/2023 23:00;;;;1.89
09/07/2023 23:00;10/07/2023 00:00;;;;1.99
10/07/2023 00:00;10/07/2023 01:00;;;;1.94
10/07/2023 01:00;10/07/2023 02:00;;;;1.69
10/07/2023 02:00;10/07/2023 03:00;;;;1.56
10/07/2023 03:00;10/07/2023 04:00;;;;1.50
10/07/2023 04:00;10/07/2023 05:00;;;;1.35
10/07/2023 05:00;10/07/2023 06:00;;;;1.18
10/07/2023 06:00;10/07/2023 07:00;;;;1.14
10/07/2023 07:00;10/07/2023 08:00;;;;1.17
10/07/2023 08:00;10/07/2023 09:00;;;;1.10
10/07/2023 09:00;10/07/2023 10:00;;;;1.10
10/07/2023 10:00;10/07/2023 11:00;;;;1.32
10/07/2023 11:00;10/07/2023 12:00;;;;1.57
10/07/2023 12:00;10/07/2023 13:00;;;;1.81
10/07/2023 13:00;10/07/2023 14:00;;;;2.06
10/07/2023 14:00;10/07/2023 15:00;;;;2.24
10/07/2023 15:00;10/07/2023 16:00;;;;2.34
10/07/2023 16:00;10/07/2023 17:00;;;;2.33
10/07/2023 17:00;10/07/2023 18:00;;;;2.22
10/07/2023 18:00;10/07/2023 19:00;;;;2.02
10/07/2023 19:00;10/07/2023 20:00;;;;1.78
10/07/2023 20:00;10/07/2023 21:00;;;;1.50
10/07/2023 21:00;10/07/2023 22:00;;;;1.46
10/07/2023 22:00;10/07/2023 23:00;;;;1.60
10/07/2023 23:00;11/07/2023 00:00;;;;1.75
11/07/2023 00:00;11/07/2023 01:00;0.94;1.47;2.32;1.97
11/07/2023 01:00;11/07/2023 02:00;1.10;1.67;2.49;2.21
11/07/2023 02:00;11/07/2023 03:00;1.26;1.84;2.60;2.24
11/07/2023 03:00;11/07/2023 04:00;1.42;2.00;2.66;2.24
11/07/2023 04:00;11/07/2023 05:00;1.50;2.05;2.62;2.46
11/07/2023 05:00;11/07/2023 06:00;1.49;2.00;2.53;2.48
11/07/2023 06:00;11/07/2023 07:00;1.50;2.00;2.52;2.46
11/07/2023 07:00;11/07/2023 08:00;1.43;1.97;2.56;2.41
11/07/2023 08:00;11/07/2023 09:00;1.28;1.79;2.36;2.00
11/07/2023 09:00;11/07/2023 10:00;1.13;1.67;2.23;2.02
11/07/2023 10:00;11/07/2023 11:00;1.05;1.77;2.60;2.26
11/07/2023 11:00;11/07/2023 12:00;1.16;2.10;3.33;2.74
11/07/2023 12:00;11/07/2023 13:00;1.41;2.55;4.19;3.02
11/07/2023 13:00;11/07/2023 14:00;1.71;3.02;5.00;3.41
11/07/2023 14:00;11/07/2023 15:00;2.17;3.53;5.67;3.61
11/07/2023 15:00;11/07/2023 16:00;2.67;4.03;6.08;3.95
11/07/2023 16:00;11/07/2023 17:00;2.94;4.39;6.24;4.29
11/07/2023 17:00;11/07/2023 18:00;3.17;4.62;6.20;5.02
11/07/2023 18:00;11/07/2023 19:00;3.25;4.72;6.18;5.91
11/07/2023 19:00;11/07/2023 20:00;3.40;4.83;6.25;6.12
11/07/2023 20:00;11/07/2023 21:00;3.69;4.95;6.21;5.72
11/07/2023 21:00;11/07/2023 22:00;3.74;4.94;6.14;5.03
11/07/2023 22:00;11/07/2023 23:00;3.66;4.88;6.10;4.20
11/07/2023 23:00;12/07/2023 00:00;3.51;4.63;5.76;4.26
12/07/2023 00:00;12/07/2023 01:00;3.32;4.38;5.44;3.82
12/07/2023 01:00;12/07/2023 02:00;3.24;4.39;5.55;3.69
12/07/2023 02:00;12/07/2023 03:00;3.24;4.38;5.53;3.71
12/07/2023 03:00;12/07/2023 04:00;3.16;4.20;5.25;4.00
12/07/2023 04:00;12/07/2023 05:00;2.99;4.00;5.02;4.12
12/07/2023 05:00;12/07/2023 06:00;2.64;3.68;4.73;3.93
12/07/2023 06:00;12/07/2023 07:00;2.27;3.27;4.28;3.69
12/07/2023 07:00;12/07/2023 08:00;2.02;3.02;4.02;3.19
12/07/2023 08:00;12/07/2023 09:00;1.98;2.98;3.99;2.98
12/07/2023 09:00;12/07/2023 10:00;2.07;2.98;3.89;2.95
12/07/2023 10:00;12/07/2023 11:00;2.18;2.98;3.79;3.13
12/07/2023 11:00;12/07/2023 12:00;2.30;3.08;3.86;3.48
12/07/2023 12:00;12/07/2023 13:00;2.38;3.20;4.03;3.99
12/07/2023 13:00;12/07/2023 14:00;2.51;3.37;4.24;4.31
12/07/2023 14:00;12/07/2023 15:00;2.66;3.61;4.56;4.61
12/07/2023 15:00;12/07/2023 16:00;2.80;3.90;5.00;4.94
12/07/2023 16:00;12/07/2023 17:00;3.12;4.28;5.43;5.24
12/07/2023 17:00;12/07/2023 18:00;3.51;4.66;5.82;5.58
12/07/2023 18:00;12/07/2023 19:00;3.76;4.92;6.08;5.77
12/07/2023 19:00;12/07/2023 20:00;3.77;4.89;6.00;5.28
12/07/2023 20:00;12/07/2023 21:00;3.45;4.51;5.56;4.57
12/07/2023 21:00;12/07/2023 22:00;3.06;4.10;5.14;3.84
12/07/2023 22:00;12/07/2023 23:00;2.84;3.88;4.93;3.84
12/07/2023 23:00;13/07/2023 00:00;2.82;3.70;4.64;3.91
13/07/2023 00:00;13/07/2023 01:00;2.69;3.37;4.16;3.76
13/07/2023 01:00;13/07/2023 02:00;2.41;3.03;3.74;3.48
13/07/2023 02:00;13/07/2023 03:00;2.20;2.81;3.51;3.28
13/07/2023 03:00;13/07/2023 04:00;1.99;2.63;3.34;2.99
13/07/2023 04:00;13/07/2023 05:00;1.80;2.44;3.13;2.73
13/07/2023 05:00;13/07/2023 06:00;1.63;2.26;2.92;2.46
13/07/2023 06:00;13/07/2023 07:00;1.54;2.11;2.70;2.21
13/07/2023 07:00;13/07/2023 08:00;1.43;1.95;2.55;2.10
13/07/2023 08:00;13/07/2023 09:00;1.35;1.95;2.61;1.88
13/07/2023 09:00;13/07/2023 10:00;1.46;2.17;2.88;1.86
13/07/2023 10:00;13/07/2023 11:00;1.82;2.57;3.33;2.13
13/07/2023 11:00;13/07/2023 12:00;2.26;3.08;3.91;
13/07/2023 12:00;13/07/2023 13:00;2.61;3.50;4.41;3.08
13/07/2023 13:00;13/07/2023 14:00;2.84;3.78;4.71;3.33
13/07/2023 14:00;13/07/2023 15:00;2.91;3.87;4.84;
13/07/2023 15:00;13/07/2023 16:00;2.81;3.82;4.83;
13/07/2023 16:00;13/07/2023 17:00;2.57;3.63;4.69;
13/07/2023 17:00;13/07/2023 18:00;2.26;3.31;4.36;3.07
13/07/2023 18:00;13/07/2023 19:00;1.98;2.98;3.98;
13/07/2023 19:00;13/07/2023 20:00;1.58;2.59;3.61;2.40
13/07/2023 20:00;13/07/2023 21:00;1.29;2.14;3.00;1.81
13/07/2023 21:00;13/07/2023 22:00;1.15;1.78;2.44;1.44
13/07/2023 22:00;13/07/2023 23:00;0.95;1.56;2.19;
13/07/2023 23:00;14/07/2023 00:00;0.85;1.33;1.82;
14/07/2023 00:00;14/07/2023 01:00;0.79;1.14;1.52;
14/07/2023 01:00;14/07/2023 02:00;0.73;1.05;1.41;
14/07/2023 02:00;14/07/2023 03:00;0.70;1.03;1.37;
14/07/2023 03:00;14/07/2023 04:00;0.69;1.06;1.45;
14/07/2023 04:00;14/07/2023 05:00;0.72;1.16;1.63;
14/07/2023 05:00;14/07/2023 06:00;0.86;1.44;2.01;
14/07/2023 06:00;14/07/2023 07:00;1.18;1.86;2.55;
14/07/2023 07:00;14/07/2023 08:00;1.51;2.30;3.17;
14/07/2023 08:00;14/07/2023 09:00;1.71;2.55;3.55;
14/07/2023 09:00;14/07/2023 10:00;1.93;2.72;3.58;
14/07/2023 10:00;14/07/2023 11:00;2.49;3.25;4.00;
14/07/2023 11:00;14/07/2023 12:00;3.21;4.10;5.00;
14/07/2023 12:00;14/07/2023 13:00;3.89;4.93;5.97;
14/07/2023 13:00;14/07/2023 14:00;4.53;5.69;6.84;
14/07/2023 14:00;14/07/2023 15:00;5.12;6.33;7.54;
14/07/2023 15:00;14/07/2023 16:00;5.41;6.88;8.34;
14/07/2023 16:00;14/07/2023 17:00;5.63;7.40;9.16;
14/07/2023 17:00;14/07/2023 18:00;6.05;7.96;9.87;
14/07/2023 18:00;14/07/2023 19:00;6.24;8.17;10.11;
14/07/2023 19:00;14/07/2023 20:00;5.99;7.71;9.42;
14/07/2023 20:00;14/07/2023 21:00;5.72;7.19;8.67;
14/07/2023 21:00;14/07/2023 22:00;5.67;6.98;8.29;
14/07/2023 22:00;14/07/2023 23:00;5.61;6.85;8.09;
14/07/2023 23:00;15/07/2023 00:00;5.59;6.90;8.22;
15/07/2023 00:00;15/07/2023 01:00;5.66;7.06;8.46;
15/07/2023 01:00;15/07/2023 02:00;5.73;7.11;8.48;
15/07/2023 02:00;15/07/2023 03:00;5.67;6.88;8.09;
15/07/2023 03:00;15/07/2023 04:00;5.25;6.32;7.39;
15/07/2023 04:00;15/07/2023 05:00;4.86;5.93;6.99;
15/07/2023 05:00;15/07/2023 06:00;4.76;5.74;6.72;
15/07/2023 06:00;15/07/2023 07:00;4.47;5.43;6.39;
15/07/2023 07:00;15/07/2023 08:00;4.35;5.35;6.35;
15/07/2023 08:00;15/07/2023 09:00;4.79;5.93;7.06;
15/07/2023 09:00;15/07/2023 10:00;5.40;6.89;8.37;
15/07/2023 10:00;15/07/2023 11:00;6.14;7.88;9.62;8.49
15/07/2023 11:00;15/07/2023 12:00;7.12;8.97;10.82;8.98
15/07/2023 12:00;15/07/2023 13:00;8.15;9.97;11.78;7.13
15/07/2023 13:00;15/07/2023 14:00;8.97;10.69;12.40;7.73
15/07/2023 14:00;15/07/2023 15:00;9.57;11.23;12.89;7.92
15/07/2023 15:00;15/07/2023 16:00;10.01;11.71;13.41;7.84
15/07/2023 16:00;15/07/2023 17:00;10.19;11.89;13.59;7.64
15/07/2023 17:00;15/07/2023 18:00;10.05;11.77;13.50;11.16
15/07/2023 18:00;15/07/2023 19:00;9.67;11.51;13.34;
15/07/2023 19:00;15/07/2023 20:00;8.97;11.01;13.05;
15/07/2023 20:00;15/07/2023 21:00;8.19;10.42;12.65;
15/07/2023 21:00;15/07/2023 22:00;7.87;10.00;12.13;
15/07/2023 22:00;15/07/2023 23:00;7.86;9.85;11.84;
15/07/2023 23:00;16/07/2023 00:00;8.00;9.84;11.70;
16/07/2023 00:00;16/07/2023 01:00;8.38;10.03;11.75;
16/07/2023 01:00;16/07/2023 02:00;8.53;10.11;11.75;
16/07/2023 02:00;16/07/2023 03:00;8.28;9.88;11.52;
16/07/2023 03:00;16/07/2023 04:00;7.83;9.49;11.19;
16/07/2023 04:00;16/07/2023 05:00;7.20;8.89;10.61;
16/07/2023 05:00;16/07/2023 06:00;6.66;8.28;9.92;
16/07/2023 06:00;16/07/2023 07:00;6.34;7.79;9.26;
16/07/2023 07:00;16/07/2023 08:00;6.02;7.28;8.56;
16/07/2023 08:00;16/07/2023 09:00;5.87;7.22;8.57;
16/07/2023 09:00;16/07/2023 10:00;5.86;7.43;9.01;
16/07/2023 10:00;16/07/2023 11:00;5.66;7.33;8.99;
16/07/2023 11:00;16/07/2023 12:00;5.49;7.05;8.61;
16/07/2023 12:00;16/07/2023 13:00;5.39;6.78;8.18;
16/07/2023 13:00;16/07/2023 14:00;5.33;6.63;7.93;
16/07/2023 14:00;16/07/2023 15:00;5.16;6.35;7.67;
16/07/2023 15:00;16/07/2023 16:00;5.04;6.10;7.41;
16/07/2023 16:00;16/07/2023 17:00;5.00;5.96;7.15;
16/07/2023 17:00;16/07/2023 18:00;4.65;5.60;6.71;
16/07/2023 18:00;16/07/2023 19:00;4.01;5.04;6.13;
16/07/2023 19:00;16/07/2023 20:00;3.16;4.23;5.30;
16/07/2023 20:00;16/07/2023 21:00;2.35;3.32;4.28;
16/07/2023 21:00;16/07/2023 22:00;1.91;2.71;3.51;
16/07/2023 22:00;16/07/2023 23:00;1.77;2.49;3.20;
16/07/2023 23:00;17/07/2023 00:00;1.63;2.34;3.20;
17/07/2023 00:00;17/07/2023 01:00;1.53;2.23;3.24;
17/07/2023 01:00;17/07/2023 02:00;1.53;2.20;3.17;
17/07/2023 02:00;17/07/2023 03:00;1.44;2.14;3.09;
17/07/2023 03:00;17/07/2023 04:00;1.29;2.08;3.07;
17/07/2023 04:00;17/07/2023 05:00;1.12;1.98;2.97;
17/07/2023 05:00;17/07/2023 06:00;0.97;1.83;2.78;
